program,project,state,district,industry_code,employment,output
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,455,0.5545,53287.3923
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,456,0.3557,77406.7
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,457,0.8247,45396.2369
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,458,1.3356,128223.3649
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,459,2.7484,363130.986
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,460,0.3729,65974.9328
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,461,0.4464,146106.6162
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,463,2.2776,193263.0376
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,464,0.9667,88279.523
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,466,1.1237,179158.8444
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,469,0.2167,33649.6811
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,471,0.4703,54617.9873
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,478,0.2907,28099.9476
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,479,0.6382,23891.29
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,480,0.0209,1392.466
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,481,0.1601,28270.0439
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,482,0.3486,49079.7689
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,483,0.1997,25636.2925
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,484,0.1667,16271.1217
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,485,0.2916,55419.8717
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,486,0.6903,52186.163
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,487,0.4388,24596.5758
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,488,0.0497,3209.6134
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,489,0.011,1549.9841
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,490,0.0862,10577.9176
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,491,4.8973,498559.4694
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,492,3.8525,450613.3704
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,493,2.8122,236331.162
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,494,1.7545,246563.4776
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,495,0.1524,17906.7838
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,496,0.4912,76480.2934
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,497,1.0461,171686.7231
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,498,0.4551,95352.4241
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,501,0.5403,23835.3073
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,502,1.1508,99048.3093
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,504,0.5297,116240.8946
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,505,0.1346,37286.4581
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,506,0.7085,73816.3244
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,508,0.738,91397.1318
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,510,0.0124,1900.4304
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,513,0.0547,17316.6732
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,514,0.0218,572.5801
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,515,0.0945,69114.5207
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,516,0.3884,49254.2649
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,430,1.0423,371413.3153
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,431,0.0,2331276.8297
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,462,0.6754,45497.5075
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,465,3.1974,543477.5828
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,467,1.1079,125385.345
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,468,1.1469,218554.0848
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,470,1.8067,133512.6966
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,472,6.2527,1282308.6122
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,473,2.2557,242875.2905
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,474,0.9726,92415.8571
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,475,5.1142,251093.5213
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,476,1.1433,96061.9945
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,477,0.8079,103620.1002
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,499,1.4025,66765.305
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,500,0.2997,17458.7842
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,503,0.5988,43934.0076
idp,First Commercial Electrochemical Cement Manufacturing,Massachusetts,01,507,0.7323,14871.5853
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,20,0.0041,1840.8757
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,28,0.6517,199266.2422
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,29,0.0022,527.9976
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,146,0.0001,3811.4193
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,196,0.0336,18062.9575
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,199,0.014,4791.621
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,379,0.409,137383.4783
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,384,0.0629,3405.8665
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,386,0.607,89748.9223
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,387,0.4496,27085.6422
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,393,1.034,66741.694
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,395,2.2954,151144.2523
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,397,0.0085,4994.7176
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,398,0.0009,555.5641
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,399,0.9491,209568.5145
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,402,0.0462,4328.0391
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,403,0.3449,12184.2564
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,514,0.0155,926.5287
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,516,0.0895,37210.4046
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,2,0.0008,423.9269
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,3,0.0075,1458.6872
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,4,0.015,1149.0266
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,6,0.0062,1275.5797
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,12,0.0004,168.9931
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,13,0.0008,954.6806
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,14,0.0072,833.8742
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,19,0.0047,217.645
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,26,0.0031,1808.1243
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,27,0.0041,1492.042
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,34,0.0004,300.0818
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,35,0.0034,5572.278
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,36,0.0007,626.7754
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,37,0.0008,535.9285
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,42,0.0142,22091.3417
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,43,0.0016,984.6173
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,44,0.0012,278.6311
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,55,0.1308,27507.9114
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,56,0.047,7171.525
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,59,0.0002,313.7822
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,60,0.0002,285.3878
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,66,0.0007,649.5155
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,72,0.002,1185.777
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,73,0.0011,442.009
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,74,0.0004,244.6022
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,77,0.0002,188.1936
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,78,0.0004,463.9618
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,79,0.0004,316.8149
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,84,0.0007,493.8748
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,85,0.0026,1487.1161
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,88,0.002,337.2802
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,97,0.0004,278.2046
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,99,0.004,2877.4865
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,101,0.0035,1222.2998
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,102,0.0016,545.4918
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,112,0.0003,106.9149
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,124,0.001,557.3431
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,125,0.0002,207.1396
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,126,0.0011,417.5835
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,128,0.0002,223.5663
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,129,0.0004,128.5656
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,130,0.0012,495.3098
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,131,0.0003,120.4081
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,132,0.0008,212.5988
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,134,0.0004,171.2608
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,135,0.0016,484.8577
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,137,0.0006,504.8176
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,138,0.0001,106.5682
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,139,0.0071,4262.8912
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,144,0.0163,3174.5125
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,147,0.0007,798.0425
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,148,0.0009,1390.4151
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,149,0.0007,816.3327
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,150,0.0001,238.8396
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,152,0.0007,1100.0773
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,156,0.0008,1277.1523
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,162,0.0001,158.581
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,164,0.0008,873.3888
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,167,0.0023,2140.523
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,168,0.0002,111.1282
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,169,0.0005,606.7751
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,175,0.0007,500.0715
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,178,0.0002,118.2073
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,182,0.0005,273.7613
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,183,0.0006,266.8578
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,185,0.0063,2274.0254
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,187,0.0003,111.5519
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,190,0.0006,221.2308
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,194,0.0003,117.0628
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,197,0.0006,238.1245
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,198,0.0003,109.844
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,203,0.0006,134.2128
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,206,0.0005,262.1382
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,207,0.0004,676.1523
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,222,0.0012,384.2496
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,223,0.0005,198.0979
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,224,0.0004,143.3802
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,227,0.0063,3106.4732
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,228,0.0016,762.1755
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,230,0.003,901.6883
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,231,0.0005,144.7266
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,232,0.0016,432.0477
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,239,0.0101,2036.6616
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,240,0.0052,1517.854
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,241,0.0011,295.4723
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,242,0.0035,1249.0638
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,243,0.0027,456.0214
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,244,0.0199,8544.6431
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,245,0.0002,118.7772
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,250,0.0011,357.3079
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,251,0.0004,129.6732
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,264,0.0049,2328.1151
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,267,0.0004,102.4899
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,268,0.0003,120.935
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,269,0.0006,232.1969
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,274,0.0005,263.8182
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,281,0.0005,286.3119
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,283,0.0244,7141.028
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,284,0.0004,145.6435
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,286,0.0003,115.8069
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,296,0.0017,1467.8965
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,313,0.0004,229.0674
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,318,0.0003,139.6535
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,324,0.0002,303.059
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,331,0.0057,3293.5041
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,335,0.0028,1583.8485
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,336,0.0009,540.2405
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,344,0.0013,519.4759
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,355,0.0005,217.6914
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,359,0.0003,116.2703
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,368,0.0023,444.0945
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,369,0.001,283.7259
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,370,0.0011,220.414
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,374,0.0017,554.4202
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,375,0.0484,18443.5394
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,376,0.0702,19795.4234
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,377,0.0447,30231.5054
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,378,0.4241,115323.1042
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,380,0.0167,15666.4438
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,381,0.0382,11265.418
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,382,0.0303,44925.4517
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,383,0.1122,42295.685
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,385,0.1969,41241.4868
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,388,0.3622,50437.9936
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,389,0.2527,23754.4536
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,390,0.1714,21995.7682
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,391,0.0909,11883.6652
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,392,0.137,15236.8774
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,394,0.4237,38061.5106
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,396,0.0034,1510.7171
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,400,0.0646,3564.1977
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,401,0.0024,2536.5475
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,404,0.1319,14828.3425
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,405,0.004,525.522
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,406,0.0023,426.7788
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,407,0.001,424.5465
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,410,0.0341,10513.6426
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,411,0.0133,2696.9288
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,412,0.0004,254.0539
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,413,0.009,2412.113
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,414,0.0016,1304.1537
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,415,0.0422,17764.4219
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,416,0.0092,17027.8363
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,417,0.0073,2209.3069
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,418,0.0598,19087.5703
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,419,0.0098,748.8781
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,420,0.0176,14896.992
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,421,0.0236,6856.8224
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,422,0.2065,18918.2504
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,423,0.2793,85881.3857
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,424,0.233,44318.401
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,425,0.0036,919.6318
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,426,0.0262,13338.4323
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,427,0.0609,17882.6219
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,428,0.0683,10421.0663
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,429,1.1826,254693.9949
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,432,0.0557,19791.3755
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,433,0.0318,4907.5795
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,435,0.1043,51284.5177
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,436,0.0013,7964.1703
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,437,0.1158,22736.5827
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,438,0.6554,82207.6907
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,439,0.2984,47169.7085
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,440,0.0119,2319.036
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,441,0.0102,1148.0094
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,442,0.0425,8688.4058
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,443,0.0123,1855.4772
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,444,0.0965,14630.1693
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,445,0.0467,7742.4447
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,446,0.0989,26280.7687
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,447,0.0533,9137.424
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,448,0.0011,200.5013
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,449,0.0564,6089.1844
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,450,0.0802,15619.1409
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,451,0.1714,41170.8665
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,452,0.1565,12127.0184
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,453,0.0023,388.8753
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,454,2.6951,275758.5645
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,455,0.0388,3278.886
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,456,0.0099,2145.7542
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,457,0.0715,4018.6054
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,458,0.2038,19278.1145
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,459,0.1293,15591.9256
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,460,0.0409,7069.8031
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,461,0.0505,16501.5283
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,463,0.2004,19335.8894
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,464,0.08,7099.3556
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,466,0.1314,18246.1442
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,469,0.0084,1801.043
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,471,0.0303,3069.3935
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,478,0.0542,4951.6659
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,479,0.0634,1777.607
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,480,0.0036,185.2928
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,481,0.0147,2814.5432
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,482,0.0337,4372.849
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,483,0.0254,2832.934
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,484,0.008,928.6392
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,485,0.0143,2341.2064
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,486,0.0817,6386.1923
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,487,0.037,2149.6184
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,488,0.0085,528.305
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,490,0.0112,1594.3191
idp,Delicious Decarbonization Through Integrated Electrification and Energy Storage,Michigan,04,491,0.6181,54434.834
